,Finish,Start,Car #,Driver,Make,Pts,S1,S2,S3,Laps,Led,Status,Rating,Team,track,season
4,5,4,4.0,Kevin Harvick,Chevrolet,40,,,,400,17,running,118.0,Stewart-Haas Racing,Richmond,2014
5,6,5,22.0,Joey Logano,Ford,38,,,,400,0,running,106.0,Team Penske,Richmond,2014
6,7,9,41.0,Kurt Busch,Chevrolet,37,,,,400,0,running,103.0,Stewart-Haas Racing,Richmond,2014
7,8,3,48.0,Jimmie Johnson,Chevrolet,36,,,,400,0,running,98.7,Hendrick Motorsports,Richmond,2014
8,9,12,31.0,Ryan Newman,Chevrolet,35,,,,400,0,running,101.5,Richard Childress Racing,Richmond,2014
9,10,26,43.0,Aric Almirola,Ford,34,,,,400,0,running,79.1,Richard Petty Motorsports,Richmond,2014
10,11,8,42.0,Kyle Larson,Chevrolet,33,,,,400,0,running,92.0,Chip Ganassi Racing,Richmond,2014
11,12,24,88.0,Dale Earnhardt Jr.,Chevrolet,32,,,,400,0,running,90.1,Hendrick Motorsports,Richmond,2014
12,13,18,55.0,Brian Vickers,Toyota,31,,,,400,0,running,82.5,Michael Waltrip Racing,Richmond,2014
13,14,20,18.0,Kyle Busch,Toyota,30,,,,400,0,running,85.9,Joe Gibbs Racing,Richmond,2014
14,15,19,14.0,Tony Stewart,Chevrolet,29,,,,400,0,running,84.9,Stewart-Haas Racing,Richmond,2014
15,16,13,10.0,Danica Patrick,Chevrolet,28,,,,400,0,running,75.5,Stewart-Haas Racing,Richmond,2014
16,17,21,5.0,Kasey Kahne,Chevrolet,27,,,,399,0,running,69.9,Hendrick Motorsports,Richmond,2014
17,18,14,27.0,Paul Menard,Chevrolet,26,,,,399,0,running,69.9,Richard Childress Racing,Richmond,2014
18,19,17,16.0,Greg Biffle,Ford,25,,,,398,0,running,75.0,Roush Fenway Racing,Richmond,2014
19,20,28,3.0,Austin Dillon,Chevrolet,24,,,,398,0,running,66.2,Richard Childress Racing,Richmond,2014
20,21,11,11.0,Denny Hamlin,Toyota,23,,,,398,0,running,81.4,Joe Gibbs Racing,Richmond,2014
21,22,10,99.0,Carl Edwards,Ford,22,,,,396,0,running,69.7,Roush Fenway Racing,Richmond,2014
22,23,23,47.0,A.J. Allmendinger,Chevrolet,21,,,,396,0,running,62.3,JTG Daugherty Racing,Richmond,2014
23,24,32,36.0,Reed Sorenson,Chevrolet,20,,,,396,0,running,58.6,Tommy Baldwin Racing,Richmond,2014
24,25,29,78.0,Martin Truex Jr.,Chevrolet,19,,,,396,0,running,53.4,Furniture Row Racing,Richmond,2014
25,26,7,17.0,Ricky Stenhouse Jr.,Ford,18,,,,396,0,running,63.0,Roush Fenway Racing,Richmond,2014
26,27,33,9.0,Marcos Ambrose,Ford,17,,,,395,0,running,51.0,Richard Petty Motorsports,Richmond,2014
27,28,27,51.0,Justin Allgaier,Chevrolet,16,,,,395,0,running,55.1,HScott Motorsports,Richmond,2014
28,29,30,38.0,David Gilliland,Ford,15,,,,395,0,running,54.1,Front Row Motorsports,Richmond,2014
29,30,35,26.0,Cole Whitt,Toyota,14,,,,394,0,running,45.4,BK Racing,Richmond,2014
30,31,22,13.0,Casey Mears,Chevrolet,13,,,,394,0,running,49.0,Germain Racing,Richmond,2014
31,32,36,98.0,Josh Wise,Chevrolet,12,,,,394,0,running,39.8,Phil Parsons Racing,Richmond,2014
32,33,42,34.0,David Ragan,Ford,11,,,,394,0,running,41.4,Front Row Motorsports,Richmond,2014
33,34,34,40.0,Landon Cassill,Chevrolet,0,,,,394,0,running,42.5,Circle Sport,Richmond,2014
34,35,39,37.0,Mike Bliss,Chevrolet,0,,,,394,0,running,35.7,Tommy Baldwin Racing,Richmond,2014
35,36,31,90.0,David Stremme,Chevrolet,8,,,,392,0,running,39.1,Circle Sport,Richmond,2014
36,37,40,7.0,Michael Annett,Chevrolet,7,,,,392,0,running,40.8,Tommy Baldwin Racing,Richmond,2014
37,38,25,23.0,Alex Bowman,Toyota,6,,,,391,0,running,32.8,BK Racing,Richmond,2014
38,39,37,32.0,Travis Kvapil,Ford,5,,,,391,0,running,29.1,GO FAS Racing,Richmond,2014
39,40,41,66.0,Joe Nemechek,Toyota,0,,,,388,0,running,26.5,Michael Waltrip Racing,Richmond,2014
40,41,16,20.0,Matt Kenseth,Toyota,3,,,,330,0,running,72.0,Joe Gibbs Racing,Richmond,2014
41,42,43,83.0,Ryan Truex,Toyota,2,,,,313,0,running,27.7,BK Racing,Richmond,2014
42,43,38,93.0,J.J. Yeley,Toyota,0,,,,31,0,brakes,26.0,BK Racing,Richmond,2014
0,1,25,2.0,Brad Keselowski,Ford,47,,,,267,62,running,123.2,Team Penske,Chicago,2014
1,2,8,24.0,Jeff Gordon,Chevrolet,43,,,,267,26,running,129.5,Hendrick Motorsports,Chicago,2014
2,3,10,42.0,Kyle Larson,Chevrolet,42,,,,267,20,running,110.1,Chip Ganassi Racing,Chicago,2014
3,4,28,22.0,Joey Logano,Ford,40,,,,267,0,running,94.6,Team Penske,Chicago,2014
4,5,12,4.0,Kevin Harvick,Chevrolet,41,,,,267,79,running,127.5,Stewart-Haas Racing,Chicago,2014
5,6,24,11.0,Denny Hamlin,Toyota,38,,,,267,0,running,93.9,Joe Gibbs Racing,Chicago,2014
6,7,1,18.0,Kyle Busch,Toyota,38,,,,267,46,running,111.8,Joe Gibbs Racing,Chicago,2014
7,8,14,41.0,Kurt Busch,Chevrolet,36,,,,267,0,running,89.1,Stewart-Haas Racing,Chicago,2014
8,9,11,1.0,Jamie McMurray,Chevrolet,36,,,,267,32,running,113.5,Chip Ganassi Racing,Chicago,2014
9,10,5,20.0,Matt Kenseth,Toyota,34,,,,267,0,running,98.9,Joe Gibbs Racing,Chicago,2014
10,11,13,88.0,Dale Earnhardt Jr.,Chevrolet,33,,,,267,0,running,104.9,Hendrick Motorsports,Chicago,2014
11,12,7,48.0,Jimmie Johnson,Chevrolet,32,,,,267,0,running,101.6,Hendrick Motorsports,Chicago,2014
12,13,19,5.0,Kasey Kahne,Chevrolet,31,,,,267,0,running,77.4,Hendrick Motorsports,Chicago,2014
13,14,27,78.0,Martin Truex Jr.,Chevrolet,30,,,,267,0,running,69.5,Furniture Row Racing,Chicago,2014
14,15,2,31.0,Ryan Newman,Chevrolet,29,,,,267,0,running,91.7,Richard Childress Racing,Chicago,2014
15,16,15,3.0,Austin Dillon,Chevrolet,28,,,,267,0,running,77.0,Richard Childress Racing,Chicago,2014
16,17,4,17.0,Ricky Stenhouse Jr.,Ford,27,,,,267,0,running,81.5,Roush Fenway Racing,Chicago,2014
17,18,22,14.0,Tony Stewart,Chevrolet,26,,,,267,0,running,67.1,Stewart-Haas Racing,Chicago,2014
18,19,18,10.0,Danica Patrick,Chevrolet,25,,,,267,0,running,69.2,Stewart-Haas Racing,Chicago,2014
19,20,3,99.0,Carl Edwards,Ford,24,,,,266,0,running,75.4,Roush Fenway Racing,Chicago,2014
20,21,9,27.0,Paul Menard,Chevrolet,23,,,,266,0,running,68.3,Richard Childress Racing,Chicago,2014
21,22,17,47.0,A.J. Allmendinger,Chevrolet,22,,,,265,0,running,63.2,JTG Daugherty Racing,Chicago,2014
22,23,20,16.0,Greg Biffle,Ford,21,,,,265,0,running,59.8,Roush Fenway Racing,Chicago,2014
23,24,16,55.0,Brian Vickers,Toyota,20,,,,265,0,running,70.3,Michael Waltrip Racing,Chicago,2014
24,25,21,9.0,Marcos Ambrose,Ford,19,,,,265,0,running,57.2,Richard Petty Motorsports,Chicago,2014
25,26,29,13.0,Casey Mears,Chevrolet,18,,,,264,0,running,52.1,Germain Racing,Chicago,2014
26,27,26,51.0,Justin Allgaier,Chevrolet,17,,,,264,0,running,54.0,HScott Motorsports,Chicago,2014
27,28,38,40.0,Landon Cassill,Chevrolet,0,,,,263,0,running,41.7,Circle Sport,Chicago,2014
28,29,36,36.0,Reed Sorenson,Chevrolet,15,,,,262,0,running,47.0,Tommy Baldwin Racing,Chicago,2014
29,30,33,26.0,Cole Whitt,Toyota,14,,,,262,0,running,47.7,BK Racing,Chicago,2014
30,31,39,34.0,David Ragan,Ford,13,,,,262,0,running,40.1,Front Row Motorsports,Chicago,2014
31,32,32,95.0,Michael McDowell,Ford,12,,,,262,0,running,40.0,Leavine Family Racing,Chicago,2014
32,33,34,98.0,Josh Wise,Chevrolet,11,,,,262,0,running,40.6,Phil Parsons Racing,Chicago,2014
33,34,30,38.0,David Gilliland,Ford,10,,,,261,0,running,34.3,Front Row Motorsports,Chicago,2014
34,35,37,23.0,Alex Bowman,Toyota,9,,,,261,0,running,42.9,BK Racing,Chicago,2014
35,36,41,66.0,Joe Nemechek,Toyota,0,,,,258,0,running,29.5,Michael Waltrip Racing,Chicago,2014
36,37,43,32.0,Joey Gase,Ford,0,,,,257,0,running,27.4,GO FAS Racing,Chicago,2014
37,38,42,33.0,Travis Kvapil,Chevrolet,6,,,,256,0,running,30.0,Circle Sport,Chicago,2014
38,39,6,15.0,Clint Bowyer,Toyota,5,,,,244,0,accident,73.5,Michael Waltrip Racing,Chicago,2014
39,40,35,7.0,Michael Annett,Chevrolet,4,,,,233,0,running,47.1,Tommy Baldwin Racing,Chicago,2014
40,41,23,43.0,Aric Almirola,Ford,4,,,,230,2,engine,66.2,Richard Petty Motorsports,Chicago,2014
41,42,31,83.0,Ryan Truex,Toyota,2,,,,184,0,brakes,30.4,BK Racing,Chicago,2014
42,43,40,37.0,Mike Bliss,Chevrolet,0,,,,13,0,vibration,28.3,Tommy Baldwin Racing,Chicago,2014
0,1,7,22.0,Joey Logano,Ford,47,,,,303,73,running,130.4,Team Penske,NewHampshire,2014
1,2,10,42.0,Kyle Larson,Chevrolet,42,,,,303,0,running,99.1,Chip Ganassi Racing,NewHampshire,2014
2,3,3,4.0,Kevin Harvick,Chevrolet,43,,,,303,104,running,133.0,Stewart-Haas Racing,NewHampshire,2014
3,4,2,1.0,Jamie McMurray,Chevrolet,40,,,,303,0,running,108.1,Chip Ganassi Racing,NewHampshire,2014
4,5,6,48.0,Jimmie Johnson,Chevrolet,39,,,,303,0,running,103.5,Hendrick Motorsports,NewHampshire,2014
5,6,21,43.0,Aric Almirola,Ford,38,,,,303,0,running,88.2,Richard Petty Motorsports,NewHampshire,2014
6,7,1,2.0,Brad Keselowski,Ford,38,,,,303,78,running,113.7,Team Penske,NewHampshire,2014
7,8,5,18.0,Kyle Busch,Toyota,36,,,,303,0,running,94.9,Joe Gibbs Racing,NewHampshire,2014
8,9,11,88.0,Dale Earnhardt Jr.,Chevrolet,35,,,,303,0,running,94.7,Hendrick Motorsports,NewHampshire,2014
9,10,12,55.0,Brian Vickers,Toyota,35,,,,303,15,running,110.6,Michael Waltrip Racing,NewHampshire,2014
10,11,22,3.0,Austin Dillon,Chevrolet,33,,,,303,0,running,76.4,Richard Childress Racing,NewHampshire,2014
11,12,32,78.0,Martin Truex Jr.,Chevrolet,32,,,,303,0,running,65.6,Furniture Row Racing,NewHampshire,2014
12,13,27,47.0,A.J. Allmendinger,Chevrolet,31,,,,303,0,running,70.8,JTG Daugherty Racing,NewHampshire,2014
13,14,14,15.0,Clint Bowyer,Toyota,30,,,,303,0,running,79.7,Michael Waltrip Racing,NewHampshire,2014
14,15,23,27.0,Paul Menard,Chevrolet,29,,,,303,0,running,73.0,Richard Childress Racing,NewHampshire,2014
15,16,26,16.0,Greg Biffle,Ford,28,,,,303,0,running,62.5,Roush Fenway Racing,NewHampshire,2014
16,17,8,99.0,Carl Edwards,Ford,27,,,,303,0,running,82.4,Roush Fenway Racing,NewHampshire,2014
17,18,9,31.0,Ryan Newman,Chevrolet,26,,,,303,0,running,82.7,Richard Childress Racing,NewHampshire,2014
18,19,18,10.0,Danica Patrick,Chevrolet,25,,,,303,0,running,79.7,Stewart-Haas Racing,NewHampshire,2014
19,20,24,51.0,Justin Allgaier,Chevrolet,24,,,,303,0,running,61.1,HScott Motorsports,NewHampshire,2014
20,21,16,20.0,Matt Kenseth,Toyota,23,,,,303,0,running,90.1,Joe Gibbs Racing,NewHampshire,2014
21,22,25,13.0,Casey Mears,Chevrolet,22,,,,303,0,running,65.0,Germain Racing,NewHampshire,2014
22,23,17,5.0,Kasey Kahne,Chevrolet,21,,,,303,0,running,67.2,Hendrick Motorsports,NewHampshire,2014
23,24,20,9.0,Marcos Ambrose,Ford,20,,,,303,0,running,68.3,Richard Petty Motorsports,NewHampshire,2014
24,25,30,40.0,Landon Cassill,Chevrolet,0,,,,303,0,running,53.3,Circle Sport,NewHampshire,2014
25,26,13,24.0,Jeff Gordon,Chevrolet,18,,,,303,0,running,99.2,Hendrick Motorsports,NewHampshire,2014
26,27,34,38.0,David Gilliland,Ford,18,,,,301,1,running,48.4,Front Row Motorsports,NewHampshire,2014
27,28,35,23.0,Alex Bowman,Toyota,16,,,,301,0,running,48.0,BK Racing,NewHampshire,2014
28,29,38,7.0,Michael Annett,Chevrolet,15,,,,301,0,running,44.6,Tommy Baldwin Racing,NewHampshire,2014
29,30,28,14.0,Tony Stewart,Chevrolet,14,,,,301,0,running,51.6,Stewart-Haas Racing,NewHampshire,2014
30,31,37,36.0,Reed Sorenson,Chevrolet,13,,,,300,0,running,42.2,Tommy Baldwin Racing,NewHampshire,2014
31,32,40,83.0,Travis Kvapil,Toyota,12,,,,300,0,running,35.0,BK Racing,NewHampshire,2014
32,33,39,98.0,Josh Wise,Chevrolet,11,,,,297,0,running,34.9,Phil Parsons Racing,NewHampshire,2014
33,34,42,66.0,Mike Wallace,Toyota,0,,,,296,0,running,30.4,Michael Waltrip Racing,NewHampshire,2014
34,35,43,32.0,Timmy Hill,Ford,9,,,,295,0,running,27.3,GO FAS Racing,NewHampshire,2014
35,36,15,41.0,Kurt Busch,Chevrolet,8,,,,268,0,running,61.1,Stewart-Haas Racing,NewHampshire,2014
36,37,4,11.0,Denny Hamlin,Toyota,8,,,,265,32,running,97.7,Joe Gibbs Racing,NewHampshire,2014
37,38,31,26.0,Cole Whitt,Toyota,6,,,,264,0,running,39.1,BK Racing,NewHampshire,2014
38,39,19,17.0,Ricky Stenhouse Jr.,Ford,5,,,,263,0,accident,63.9,Roush Fenway Racing,NewHampshire,2014
39,40,36,33.0,David Stremme,Chevrolet,4,,,,228,0,running,35.0,Circle Sport,NewHampshire,2014
40,41,41,77.0,Corey LaJoie,Ford,0,,,,201,0,running,30.3,Randy Humphrey Motorsports,NewHampshire,2014
41,42,29,34.0,David Ragan,Ford,2,,,,177,0,accident,35.8,Front Row Motorsports,NewHampshire,2014
42,43,33,93.0,Clay Rogers,Toyota,1,,,,45,0,overheating,27.4,BK Racing,NewHampshire,2014
0,1,6,24.0,Jeff Gordon,Chevrolet,47,,,,400,94,running,134.5,Hendrick Motorsports,Dover,2014
1,2,4,2.0,Brad Keselowski,Ford,43,,,,400,78,running,130.0,Team Penske,Dover,2014
2,3,8,48.0,Jimmie Johnson,Chevrolet,41,,,,400,0,running,118.5,Hendrick Motorsports,Dover,2014
3,4,16,22.0,Joey Logano,Ford,40,,,,400,0,running,97.5,Team Penske,Dover,2014
4,5,14,20.0,Matt Kenseth,Toyota,40,,,,400,2,running,107.8,Joe Gibbs Racing,Dover,2014
5,6,7,42.0,Kyle Larson,Chevrolet,38,,,,400,0,running,100.5,Chip Ganassi Racing,Dover,2014
6,7,26,78.0,Martin Truex Jr.,Chevrolet,37,,,,400,0,running,85.7,Furniture Row Racing,Dover,2014
7,8,20,31.0,Ryan Newman,Chevrolet,36,,,,400,0,running,90.5,Richard Childress Racing,Dover,2014
8,9,9,15.0,Clint Bowyer,Toyota,36,,,,400,1,running,99.1,Michael Waltrip Racing,Dover,2014
9,10,2,18.0,Kyle Busch,Toyota,34,,,,400,0,running,108.4,Joe Gibbs Racing,Dover,2014
10,11,18,99.0,Carl Edwards,Ford,34,,,,400,1,running,85.0,Roush Fenway Racing,Dover,2014
11,12,3,11.0,Denny Hamlin,Toyota,32,,,,400,0,running,99.4,Joe Gibbs Racing,Dover,2014
12,13,1,4.0,Kevin Harvick,Chevrolet,33,,,,399,223,running,118.6,Stewart-Haas Racing,Dover,2014
13,14,15,14.0,Tony Stewart,Chevrolet,30,,,,399,0,running,87.2,Stewart-Haas Racing,Dover,2014
14,15,11,55.0,Brian Vickers,Toyota,29,,,,399,0,running,81.7,Michael Waltrip Racing,Dover,2014
15,16,19,27.0,Paul Menard,Chevrolet,28,,,,399,0,running,66.7,Richard Childress Racing,Dover,2014
16,17,25,88.0,Dale Earnhardt Jr.,Chevrolet,27,,,,399,0,running,70.2,Hendrick Motorsports,Dover,2014
17,18,22,41.0,Kurt Busch,Chevrolet,26,,,,399,0,running,80.0,Stewart-Haas Racing,Dover,2014
18,19,24,17.0,Ricky Stenhouse Jr.,Ford,25,,,,399,0,running,72.9,Roush Fenway Racing,Dover,2014
19,20,12,5.0,Kasey Kahne,Chevrolet,24,,,,399,0,running,90.9,Hendrick Motorsports,Dover,2014
20,21,27,16.0,Greg Biffle,Ford,23,,,,399,0,running,67.7,Roush Fenway Racing,Dover,2014
21,22,5,1.0,Jamie McMurray,Chevrolet,23,,,,398,1,running,71.0,Chip Ganassi Racing,Dover,2014
22,23,28,47.0,A.J. Allmendinger,Chevrolet,21,,,,398,0,running,60.6,JTG Daugherty Racing,Dover,2014
23,24,10,3.0,Austin Dillon,Chevrolet,20,,,,398,0,running,66.4,Richard Childress Racing,Dover,2014
24,25,13,10.0,Danica Patrick,Chevrolet,19,,,,398,0,running,59.6,Stewart-Haas Racing,Dover,2014
25,26,17,9.0,Marcos Ambrose,Ford,18,,,,398,0,running,66.4,Richard Petty Motorsports,Dover,2014
26,27,30,13.0,Casey Mears,Chevrolet,17,,,,397,0,running,53.4,Germain Racing,Dover,2014
27,28,21,43.0,Aric Almirola,Ford,16,,,,397,0,running,56.3,Richard Petty Motorsports,Dover,2014
28,29,23,51.0,Justin Allgaier,Chevrolet,15,,,,395,0,running,52.8,HScott Motorsports,Dover,2014
29,30,29,26.0,Cole Whitt,Toyota,14,,,,395,0,running,50.5,BK Racing,Dover,2014
30,31,37,34.0,David Ragan,Ford,13,,,,395,0,running,43.4,Front Row Motorsports,Dover,2014
31,32,33,36.0,Reed Sorenson,Chevrolet,12,,,,394,0,running,44.7,Tommy Baldwin Racing,Dover,2014
32,33,31,38.0,David Gilliland,Ford,11,,,,393,0,running,46.0,Front Row Motorsports,Dover,2014
33,34,34,23.0,Alex Bowman,Toyota,10,,,,391,0,running,36.3,BK Racing,Dover,2014
34,35,36,40.0,Landon Cassill,Chevrolet,0,,,,391,0,running,38.1,Circle Sport,Dover,2014
35,36,40,37.0,Mike Bliss,Chevrolet,0,,,,391,0,running,35.3,Tommy Baldwin Racing,Dover,2014
36,37,38,33.0,David Stremme,Chevrolet,7,,,,389,0,running,31.0,Circle Sport,Dover,2014
37,38,42,83.0,Travis Kvapil,Toyota,6,,,,389,0,running,31.5,BK Racing,Dover,2014
38,39,39,32.0,J.J. Yeley,Ford,0,,,,387,0,running,27.9,GO FAS Racing,Dover,2014
39,40,41,66.0,Mike Wallace,Toyota,0,,,,384,0,running,25.9,Michael Waltrip Racing,Dover,2014
40,41,35,7.0,Michael Annett,Chevrolet,3,,,,361,0,axle,42.8,Tommy Baldwin Racing,Dover,2014
41,42,32,98.0,Josh Wise,Chevrolet,2,,,,197,0,suspension,37.1,Phil Parsons Racing,Dover,2014
42,43,43,44.0,Timmy Hill,Chevrolet,1,,,,11,0,vibration,25.8,Team XTREME Racing,Dover,2014
0,1,4,22.0,Joey Logano,Ford,48,,,,267,122,running,144.7,Team Penske,Kansas,2014
1,2,18,42.0,Kyle Larson,Chevrolet,42,,,,267,0,running,118.4,Chip Ganassi Racing,Kansas,2014
2,3,7,18.0,Kyle Busch,Toyota,42,,,,267,1,running,104.6,Joe Gibbs Racing,Kansas,2014
3,4,15,78.0,Martin Truex Jr.,Chevrolet,40,,,,267,0,running,109.8,Furniture Row Racing,Kansas,2014
4,5,12,99.0,Carl Edwards,Ford,39,,,,267,0,running,92.0,Roush Fenway Racing,Kansas,2014
5,6,17,31.0,Ryan Newman,Chevrolet,39,,,,267,6,running,101.8,Richard Childress Racing,Kansas,2014
6,7,25,11.0,Denny Hamlin,Toyota,37,,,,267,0,running,89.9,Joe Gibbs Racing,Kansas,2014
7,8,16,3.0,Austin Dillon,Chevrolet,36,,,,267,0,running,94.8,Richard Childress Racing,Kansas,2014
8,9,13,27.0,Paul Menard,Chevrolet,35,,,,267,0,running,87.4,Richard Childress Racing,Kansas,2014
9,10,2,55.0,Brian Vickers,Toyota,34,,,,267,0,running,82.0,Michael Waltrip Racing,Kansas,2014
10,11,20,47.0,A.J. Allmendinger,Chevrolet,33,,,,267,0,running,82.0,JTG Daugherty Racing,Kansas,2014
11,12,1,4.0,Kevin Harvick,Chevrolet,33,,,,267,61,running,116.7,Stewart-Haas Racing,Kansas,2014
12,13,27,20.0,Matt Kenseth,Toyota,31,,,,267,0,running,82.8,Joe Gibbs Racing,Kansas,2014
13,14,5,24.0,Jeff Gordon,Chevrolet,31,,,,267,1,running,92.0,Hendrick Motorsports,Kansas,2014
14,15,11,16.0,Greg Biffle,Ford,29,,,,267,0,running,77.9,Roush Fenway Racing,Kansas,2014
15,16,29,10.0,Danica Patrick,Chevrolet,28,,,,267,0,running,67.9,Stewart-Haas Racing,Kansas,2014
16,17,9,14.0,Tony Stewart,Chevrolet,27,,,,267,0,running,71.5,Stewart-Haas Racing,Kansas,2014
17,18,19,15.0,Clint Bowyer,Toyota,26,,,,267,0,running,68.1,Michael Waltrip Racing,Kansas,2014
18,19,23,17.0,Ricky Stenhouse Jr.,Ford,25,,,,267,0,running,68.9,Roush Fenway Racing,Kansas,2014
19,20,22,9.0,Marcos Ambrose,Ford,24,,,,267,0,running,68.6,Richard Petty Motorsports,Kansas,2014
20,21,35,40.0,Landon Cassill,Chevrolet,0,,,,267,0,running,60.0,Circle Sport,Kansas,2014
21,22,10,5.0,Kasey Kahne,Chevrolet,23,,,,265,2,running,89.1,Hendrick Motorsports,Kansas,2014
22,23,39,26.0,Cole Whitt,Toyota,21,,,,264,0,running,48.1,BK Racing,Kansas,2014
23,24,36,7.0,Michael Annett,Chevrolet,20,,,,264,0,running,55.9,Tommy Baldwin Racing,Kansas,2014
24,25,14,1.0,Jamie McMurray,Chevrolet,20,,,,263,27,running,93.2,Chip Ganassi Racing,Kansas,2014
25,26,30,36.0,Reed Sorenson,Chevrolet,18,,,,263,0,running,55.8,Tommy Baldwin Racing,Kansas,2014
26,27,37,34.0,David Ragan,Ford,17,,,,262,0,running,44.4,Front Row Motorsports,Kansas,2014
27,28,26,13.0,Casey Mears,Chevrolet,16,,,,262,0,running,54.1,Germain Racing,Kansas,2014
28,29,38,83.0,J.J. Yeley,Toyota,0,,,,262,0,running,46.7,BK Racing,Kansas,2014
29,30,31,38.0,David Gilliland,Ford,14,,,,262,0,running,43.4,Front Row Motorsports,Kansas,2014
30,31,3,43.0,Aric Almirola,Ford,13,,,,260,0,running,65.9,Richard Petty Motorsports,Kansas,2014
31,32,33,23.0,Alex Bowman,Toyota,12,,,,259,0,running,36.4,BK Racing,Kansas,2014
32,33,40,33.0,Timmy Hill,Chevrolet,11,,,,259,0,running,32.5,Circle Sport,Kansas,2014
33,34,43,66.0,Mike Wallace,Toyota,0,,,,259,0,running,29.9,Michael Waltrip Racing,Kansas,2014
34,35,28,95.0,Michael McDowell,Ford,9,,,,258,0,running,41.1,Leavine Family Racing,Kansas,2014
35,36,6,2.0,Brad Keselowski,Ford,9,,,,222,2,running,77.4,Team Penske,Kansas,2014
36,37,42,32.0,Joey Gase,Ford,0,,,,213,0,running,29.9,GO FAS Racing,Kansas,2014
37,38,34,98.0,Josh Wise,Chevrolet,6,,,,207,0,running,31.0,Phil Parsons Racing,Kansas,2014
38,39,8,88.0,Dale Earnhardt Jr.,Chevrolet,6,,,,204,45,running,88.9,Hendrick Motorsports,Kansas,2014
39,40,32,48.0,Jimmie Johnson,Chevrolet,4,,,,180,0,running,42.0,Hendrick Motorsports,Kansas,2014
40,41,21,51.0,Justin Allgaier,Chevrolet,3,,,,84,0,accident,51.4,HScott Motorsports,Kansas,2014
41,42,24,41.0,Kurt Busch,Chevrolet,2,,,,75,0,accident,36.9,Stewart-Haas Racing,Kansas,2014
42,43,41,37.0,Mike Bliss,Chevrolet,0,,,,17,0,vibration,27.3,Tommy Baldwin Racing,Kansas,2014
0,1,7,4.0,Kevin Harvick,Chevrolet,48,,,,334,162,running,145.3,Stewart-Haas Racing,Charlotte,2014
1,2,2,24.0,Jeff Gordon,Chevrolet,43,,,,334,74,running,126.8,Hendrick Motorsports,Charlotte,2014
2,3,18,1.0,Jamie McMurray,Chevrolet,42,,,,334,5,running,112.7,Chip Ganassi Racing,Charlotte,2014
3,4,13,22.0,Joey Logano,Ford,40,,,,334,0,running,92.3,Team Penske,Charlotte,2014
4,5,1,18.0,Kyle Busch,Toyota,40,,,,334,41,running,115.5,Joe Gibbs Racing,Charlotte,2014
5,6,24,42.0,Kyle Larson,Chevrolet,39,,,,334,5,running,107.5,Chip Ganassi Racing,Charlotte,2014
6,7,5,31.0,Ryan Newman,Chevrolet,38,,,,334,1,running,94.4,Richard Childress Racing,Charlotte,2014
7,8,10,99.0,Carl Edwards,Ford,37,,,,334,1,running,84.5,Roush Fenway Racing,Charlotte,2014
8,9,3,11.0,Denny Hamlin,Toyota,36,,,,334,22,running,96.2,Joe Gibbs Racing,Charlotte,2014
9,10,19,5.0,Kasey Kahne,Chevrolet,34,,,,334,0,running,83.5,Hendrick Motorsports,Charlotte,2014
10,11,11,41.0,Kurt Busch,Chevrolet,34,,,,334,2,running,111.9,Stewart-Haas Racing,Charlotte,2014
11,12,26,47.0,A.J. Allmendinger,Chevrolet,32,,,,334,0,running,79.1,JTG Daugherty Racing,Charlotte,2014
12,13,20,3.0,Austin Dillon,Chevrolet,32,,,,334,6,running,82.1,Richard Childress Racing,Charlotte,2014
13,14,23,78.0,Martin Truex Jr.,Chevrolet,30,,,,334,0,running,86.1,Furniture Row Racing,Charlotte,2014
14,15,16,51.0,Justin Allgaier,Chevrolet,30,,,,334,2,running,72.2,HScott Motorsports,Charlotte,2014
15,16,17,2.0,Brad Keselowski,Ford,29,,,,334,8,running,97.5,Team Penske,Charlotte,2014
16,17,21,48.0,Jimmie Johnson,Chevrolet,27,,,,334,0,running,91.7,Hendrick Motorsports,Charlotte,2014
17,18,12,16.0,Greg Biffle,Ford,26,,,,334,0,running,66.8,Roush Fenway Racing,Charlotte,2014
18,19,22,20.0,Matt Kenseth,Toyota,25,,,,334,0,running,64.8,Joe Gibbs Racing,Charlotte,2014
19,20,9,88.0,Dale Earnhardt Jr.,Chevrolet,25,,,,333,4,running,85.4,Hendrick Motorsports,Charlotte,2014
20,21,4,14.0,Tony Stewart,Chevrolet,23,,,,333,0,running,78.8,Stewart-Haas Racing,Charlotte,2014
21,22,15,43.0,Aric Almirola,Ford,22,,,,332,0,running,63.0,Richard Petty Motorsports,Charlotte,2014
22,23,32,40.0,Landon Cassill,Chevrolet,0,,,,331,0,running,46.9,Circle Sport,Charlotte,2014
23,24,28,17.0,Ricky Stenhouse Jr.,Ford,20,,,,331,0,running,56.2,Roush Fenway Racing,Charlotte,2014
24,25,27,9.0,Marcos Ambrose,Ford,19,,,,331,0,running,54.1,Richard Petty Motorsports,Charlotte,2014
25,26,14,10.0,Danica Patrick,Chevrolet,18,,,,331,0,running,61.8,Stewart-Haas Racing,Charlotte,2014
26,27,30,36.0,Reed Sorenson,Chevrolet,17,,,,330,0,running,49.9,Tommy Baldwin Racing,Charlotte,2014
27,28,36,26.0,Cole Whitt,Toyota,16,,,,330,0,running,43.1,BK Racing,Charlotte,2014
